"","id","group"
"1990",1990,"Emotion Ad"
"1991",1991,"Emotion Ad"
"1992",1992,"Control"
"1993",1993,"Reason Ad"
"1994",1994,"Reason Ad"
"1995",1995,"Reason Ad"
"1996",1996,"Control"
"1997",1997,"Emotion Ad"
"1998",1998,"Control"
"1999",1999,"Emotion Ad"
"2000",2000,"Emotion Ad"
"2001",2001,"Control"
"2002",2002,"Emotion Ad"
"2003",2003,"Reason Ad"
"2004",2004,"Control"
"2005",2005,"Control"
"2006",2006,"Reason Ad"
"2007",2007,"Reason Ad"
"2008",2008,"Emotion Ad"
"2009",2009,"Control"
"2010",2010,"Control"
"2011",2011,"Reason Ad"
"2012",2012,"Emotion Ad"
"2013",2013,"Reason Ad"
"2014",2014,"Emotion Ad"
"2015",2015,"Reason Ad"
"2016",2016,"Emotion Ad"
"2017",2017,"Reason Ad"
"2018",2018,"Reason Ad"
"2019",2019,"Control"
"2020",2020,"Emotion Ad"
"2021",2021,"Emotion Ad"
"2022",2022,"Control"
"2023",2023,"Reason Ad"
"2024",2024,"Reason Ad"
"2025",2025,"Reason Ad"
"2026",2026,"Emotion Ad"
"2027",2027,"Emotion Ad"
"2028",2028,"Control"
"2029",2029,"Control"
"2030",2030,"Reason Ad"
"2031",2031,"Control"
"2032",2032,"Control"
"2033",2033,"Control"
"2034",2034,"Emotion Ad"
"2035",2035,"Control"
"2036",2036,"Emotion Ad"
"2037",2037,"Control"
"2038",2038,"Reason Ad"
"2039",2039,"Emotion Ad"
"2040",2040,"Emotion Ad"
"2041",2041,"Reason Ad"
"2042",2042,"Reason Ad"
"2043",2043,"Control"
"2044",2044,"Emotion Ad"
"2045",2045,"Control"
"2046",2046,"Reason Ad"
"2047",2047,"Emotion Ad"
"2048",2048,"Emotion Ad"
"2049",2049,"Emotion Ad"
"2050",2050,"Emotion Ad"
"2051",2051,"Control"
"2052",2052,"Reason Ad"
"2053",2053,"Emotion Ad"
"2054",2054,"Emotion Ad"
"2055",2055,"Emotion Ad"
"2056",2056,"Reason Ad"
"2057",2057,"Emotion Ad"
"2058",2058,"Reason Ad"
"2059",2059,"Control"
"2060",2060,"Control"
"2061",2061,"Control"
"2062",2062,"Control"
"2063",2063,"Control"
"2064",2064,"Emotion Ad"
"2065",2065,"Control"
"2066",2066,"Emotion Ad"
"2067",2067,"Emotion Ad"
"2068",2068,"Emotion Ad"
"2069",2069,"Control"
"2070",2070,"Reason Ad"
"2071",2071,"Reason Ad"
"2072",2072,"Control"
"2073",2073,"Reason Ad"
"2074",2074,"Emotion Ad"
"2075",2075,"Emotion Ad"
"2076",2076,"Control"
"2077",2077,"Emotion Ad"
"2078",2078,"Reason Ad"
"2079",2079,"Reason Ad"
"2080",2080,"Emotion Ad"
"2081",2081,"Emotion Ad"
"2082",2082,"Reason Ad"
"2083",2083,"Reason Ad"
"2084",2084,"Emotion Ad"
"2085",2085,"Emotion Ad"
"2086",2086,"Control"
"2087",2087,"Emotion Ad"
"2088",2088,"Reason Ad"
"2089",2089,"Emotion Ad"
"2090",2090,"Control"
"2091",2091,"Emotion Ad"
"2092",2092,"Emotion Ad"
"2093",2093,"Control"
"2094",2094,"Emotion Ad"
"2095",2095,"Control"
"2096",2096,"Control"
"2097",2097,"Emotion Ad"
"2098",2098,"Emotion Ad"
"2099",2099,"Reason Ad"
"2100",2100,"Reason Ad"
"2101",2101,"Reason Ad"
"2102",2102,"Control"
"2103",2103,"Emotion Ad"
"2104",2104,"Control"
"2105",2105,"Control"
"2106",2106,"Control"
"2107",2107,"Reason Ad"
"2108",2108,"Emotion Ad"
"2109",2109,"Emotion Ad"
"2110",2110,"Emotion Ad"
"2111",2111,"Reason Ad"
"2112",2112,"Reason Ad"
"2113",2113,"Emotion Ad"
"2114",2114,"Emotion Ad"
"2115",2115,"Emotion Ad"
"2116",2116,"Reason Ad"
"2117",2117,"Control"
"2118",2118,"Control"
"2119",2119,"Reason Ad"
"2120",2120,"Emotion Ad"
"2121",2121,"Reason Ad"
"2122",2122,"Reason Ad"
"2123",2123,"Reason Ad"
"2124",2124,"Reason Ad"
"2125",2125,"Reason Ad"
"2126",2126,"Emotion Ad"
"2127",2127,"Emotion Ad"
"2128",2128,"Emotion Ad"
"2129",2129,"Reason Ad"
"2130",2130,"Emotion Ad"
"2131",2131,"Reason Ad"
"2132",2132,"Emotion Ad"
"2133",2133,"Emotion Ad"
"2134",2134,"Emotion Ad"
"2135",2135,"Reason Ad"
"2136",2136,"Control"
"2137",2137,"Control"
"2138",2138,"Emotion Ad"
"2139",2139,"Control"
"2140",2140,"Control"
"2141",2141,"Reason Ad"
"2142",2142,"Emotion Ad"
"2143",2143,"Emotion Ad"
"2144",2144,"Control"
"2145",2145,"Reason Ad"
"2146",2146,"Reason Ad"
"2147",2147,"Emotion Ad"
"2148",2148,"Control"
"2149",2149,"Reason Ad"
"2150",2150,"Control"
"2151",2151,"Reason Ad"
"2152",2152,"Control"
"2153",2153,"Control"
"2154",2154,"Control"
"2155",2155,"Control"
"2156",2156,"Reason Ad"
"2157",2157,"Emotion Ad"
"2158",2158,"Control"
"2159",2159,"Reason Ad"
"2160",2160,"Reason Ad"
"2161",2161,"Emotion Ad"
"2162",2162,"Control"
"2163",2163,"Control"
"2164",2164,"Reason Ad"
"2165",2165,"Control"
"2166",2166,"Emotion Ad"
"2167",2167,"Reason Ad"
"2168",2168,"Reason Ad"
"2169",2169,"Control"
"2170",2170,"Emotion Ad"
"2171",2171,"Control"
"2172",2172,"Emotion Ad"
"2173",2173,"Emotion Ad"
"2174",2174,"Control"
"2175",2175,"Control"
"2176",2176,"Control"
"2177",2177,"Emotion Ad"
"2178",2178,"Control"
"2179",2179,"Control"
"2180",2180,"Emotion Ad"
"2181",2181,"Control"
"2182",2182,"Reason Ad"
"2183",2183,"Reason Ad"
"2184",2184,"Control"
"2185",2185,"Reason Ad"
"2186",2186,"Emotion Ad"
"2187",2187,"Control"
"2188",2188,"Reason Ad"
"2189",2189,"Emotion Ad"
"2190",2190,"Reason Ad"
"2191",2191,"Control"
"2192",2192,"Control"
"2193",2193,"Reason Ad"
"2194",2194,"Emotion Ad"
"2195",2195,"Control"
"2196",2196,"Control"
"2197",2197,"Reason Ad"
"2198",2198,"Reason Ad"
"2199",2199,"Control"
"2200",2200,"Reason Ad"
"2201",2201,"Control"
"2202",2202,"Control"
"2203",2203,"Control"
"2204",2204,"Reason Ad"
"2205",2205,"Emotion Ad"
"2206",2206,"Control"
"2207",2207,"Emotion Ad"
"2208",2208,"Emotion Ad"
"2209",2209,"Reason Ad"
"2210",2210,"Emotion Ad"
"2211",2211,"Reason Ad"
"2212",2212,"Control"
"2213",2213,"Emotion Ad"
"2214",2214,"Control"
"2215",2215,"Reason Ad"
"2216",2216,"Reason Ad"
"2217",2217,"Control"
"2218",2218,"Control"
"2219",2219,"Control"
"2220",2220,"Reason Ad"
"2221",2221,"Reason Ad"
"2222",2222,"Reason Ad"
"2223",2223,"Control"
"2224",2224,"Control"
"2225",2225,"Emotion Ad"
"2226",2226,"Control"
"2227",2227,"Reason Ad"
"2228",2228,"Control"
"2229",2229,"Control"
"2230",2230,"Control"
"2231",2231,"Reason Ad"
"2232",2232,"Control"
"2233",2233,"Control"
"2234",2234,"Reason Ad"
"2235",2235,"Emotion Ad"
"2236",2236,"Reason Ad"
"2237",2237,"Emotion Ad"
"2238",2238,"Emotion Ad"
"2239",2239,"Reason Ad"
"2240",2240,"Reason Ad"
"2241",2241,"Control"
"2242",2242,"Emotion Ad"
"2243",2243,"Emotion Ad"
"2244",2244,"Emotion Ad"
"2245",2245,"Reason Ad"
"2246",2246,"Emotion Ad"
"2247",2247,"Emotion Ad"
"2248",2248,"Emotion Ad"
"2249",2249,"Control"
"2250",2250,"Emotion Ad"
"2251",2251,"Control"
"2252",2252,"Emotion Ad"
"2253",2253,"Control"
"2254",2254,"Reason Ad"
"2255",2255,"Control"
"2256",2256,"Control"
"2257",2257,"Control"
"2258",2258,"Control"
"2259",2259,"Reason Ad"
"2260",2260,"Control"
"2261",2261,"Emotion Ad"
"2262",2262,"Control"
"2263",2263,"Control"
"2264",2264,"Reason Ad"
"2265",2265,"Reason Ad"
"2266",2266,"Emotion Ad"
"2267",2267,"Control"
"2268",2268,"Reason Ad"
"2269",2269,"Emotion Ad"
"2270",2270,"Emotion Ad"
"2271",2271,"Emotion Ad"
"2272",2272,"Reason Ad"
"2273",2273,"Reason Ad"
"2274",2274,"Reason Ad"
"2275",2275,"Control"
"2276",2276,"Control"
"2277",2277,"Control"
"2278",2278,"Emotion Ad"
"2279",2279,"Emotion Ad"
"2280",2280,"Reason Ad"
"2281",2281,"Emotion Ad"
"2282",2282,"Control"
"2283",2283,"Reason Ad"
"2284",2284,"Control"
"2285",2285,"Reason Ad"
"2286",2286,"Emotion Ad"
"2287",2287,"Emotion Ad"
"2288",2288,"Reason Ad"
"2289",2289,"Control"
"2290",2290,"Emotion Ad"
"2291",2291,"Control"
"2292",2292,"Control"
"2293",2293,"Reason Ad"
"2294",2294,"Control"
"2295",2295,"Control"
"2296",2296,"Emotion Ad"
"2297",2297,"Control"
"2298",2298,"Reason Ad"
"2299",2299,"Reason Ad"
"2300",2300,"Reason Ad"
"2301",2301,"Control"
"2302",2302,"Reason Ad"
"2303",2303,"Reason Ad"
"2304",2304,"Emotion Ad"
"2305",2305,"Reason Ad"
"2306",2306,"Reason Ad"
"2307",2307,"Control"
"2308",2308,"Reason Ad"
"2309",2309,"Control"
"2310",2310,"Reason Ad"
"2311",2311,"Emotion Ad"
"2312",2312,"Emotion Ad"
"2313",2313,"Control"
"2314",2314,"Control"
"2315",2315,"Control"
"2316",2316,"Reason Ad"
"2317",2317,"Control"
"2318",2318,"Reason Ad"
"2319",2319,"Emotion Ad"
"2320",2320,"Reason Ad"
"2321",2321,"Emotion Ad"
"2322",2322,"Emotion Ad"
"2323",2323,"Reason Ad"
"2324",2324,"Reason Ad"
"2325",2325,"Emotion Ad"
"2326",2326,"Control"
"2327",2327,"Control"
"2328",2328,"Control"
"2329",2329,"Emotion Ad"
"2330",2330,"Emotion Ad"
"2331",2331,"Emotion Ad"
"2332",2332,"Emotion Ad"
"2333",2333,"Reason Ad"
"2334",2334,"Reason Ad"
"2335",2335,"Reason Ad"
"2336",2336,"Reason Ad"
"2337",2337,"Reason Ad"
"2338",2338,"Emotion Ad"
"2339",2339,"Reason Ad"
"2340",2340,"Reason Ad"
"2341",2341,"Reason Ad"
"2342",2342,"Reason Ad"
"2343",2343,"Reason Ad"
"2344",2344,"Emotion Ad"
"2345",2345,"Reason Ad"
"2346",2346,"Control"
"2347",2347,"Control"
"2348",2348,"Control"
"2349",2349,"Emotion Ad"
"2350",2350,"Control"
"2351",2351,"Reason Ad"
"2352",2352,"Reason Ad"
"2353",2353,"Control"
"2354",2354,"Control"
"2355",2355,"Emotion Ad"
"2356",2356,"Reason Ad"
"2357",2357,"Control"
"2358",2358,"Control"
"2359",2359,"Control"
"2360",2360,"Emotion Ad"
"2361",2361,"Control"
"2362",2362,"Reason Ad"
"2363",2363,"Reason Ad"
"2364",2364,"Control"
"2365",2365,"Control"
"2366",2366,"Emotion Ad"
"2367",2367,"Emotion Ad"
"2368",2368,"Reason Ad"
"2369",2369,"Reason Ad"
"2370",2370,"Reason Ad"
"2371",2371,"Control"
"2372",2372,"Control"
"2373",2373,"Emotion Ad"
"2374",2374,"Emotion Ad"
"2375",2375,"Emotion Ad"
"2376",2376,"Control"
"2377",2377,"Control"
"2378",2378,"Control"
"2379",2379,"Emotion Ad"
"2380",2380,"Reason Ad"
"2381",2381,"Emotion Ad"
"2382",2382,"Reason Ad"
"2383",2383,"Control"
"2384",2384,"Reason Ad"
"2385",2385,"Emotion Ad"
"2386",2386,"Reason Ad"
"2387",2387,"Reason Ad"
"2388",2388,"Reason Ad"
"2389",2389,"Reason Ad"
"2390",2390,"Control"
"2391",2391,"Emotion Ad"
"2392",2392,"Control"
"2393",2393,"Emotion Ad"
"2394",2394,"Reason Ad"
"2395",2395,"Control"
"2396",2396,"Reason Ad"
"2397",2397,"Control"
"2398",2398,"Emotion Ad"
"2399",2399,"Reason Ad"
"2400",2400,"Control"
"2401",2401,"Control"
"2402",2402,"Emotion Ad"
"2403",2403,"Emotion Ad"
"2404",2404,"Control"
"2405",2405,"Emotion Ad"
"2406",2406,"Emotion Ad"
"2407",2407,"Emotion Ad"
"2408",2408,"Control"
"2409",2409,"Control"
"2410",2410,"Control"
"2411",2411,"Reason Ad"
"2412",2412,"Control"
"2413",2413,"Emotion Ad"
"2414",2414,"Control"
"2415",2415,"Control"
"2416",2416,"Reason Ad"
"2417",2417,"Emotion Ad"
"2418",2418,"Emotion Ad"
"2419",2419,"Reason Ad"
"2420",2420,"Emotion Ad"
"2421",2421,"Control"
"2422",2422,"Reason Ad"
"2423",2423,"Control"
"2424",2424,"Reason Ad"
"2425",2425,"Control"
"2426",2426,"Emotion Ad"
"2427",2427,"Emotion Ad"
"2428",2428,"Emotion Ad"
"2429",2429,"Reason Ad"
"2430",2430,"Control"
"2431",2431,"Reason Ad"
"2432",2432,"Emotion Ad"
"2433",2433,"Emotion Ad"
"2434",2434,"Emotion Ad"
"2435",2435,"Emotion Ad"
"2436",2436,"Reason Ad"
"2437",2437,"Reason Ad"
"2438",2438,"Reason Ad"
"2439",2439,"Reason Ad"
"2440",2440,"Emotion Ad"
"2441",2441,"Emotion Ad"
"2442",2442,"Reason Ad"
"2443",2443,"Emotion Ad"
"2444",2444,"Emotion Ad"
"2445",2445,"Emotion Ad"
"2446",2446,"Emotion Ad"
"2447",2447,"Control"
"2448",2448,"Emotion Ad"
"2449",2449,"Control"
"2450",2450,"Emotion Ad"
"2451",2451,"Emotion Ad"
"2452",2452,"Emotion Ad"
"2453",2453,"Control"
"2454",2454,"Emotion Ad"
"2455",2455,"Emotion Ad"
"2456",2456,"Control"
"2457",2457,"Reason Ad"
"2458",2458,"Control"
"2459",2459,"Reason Ad"
"2460",2460,"Control"
"2461",2461,"Reason Ad"
"2462",2462,"Control"
"2463",2463,"Reason Ad"
"2464",2464,"Reason Ad"
"2465",2465,"Control"
"2466",2466,"Control"
"2467",2467,"Reason Ad"
"2468",2468,"Reason Ad"
"2469",2469,"Emotion Ad"
"2470",2470,"Control"
"2471",2471,"Control"
"2472",2472,"Reason Ad"
"2473",2473,"Reason Ad"
"2474",2474,"Control"
"2475",2475,"Control"
"2476",2476,"Emotion Ad"
"2477",2477,"Emotion Ad"
"2478",2478,"Emotion Ad"
"2479",2479,"Control"
"2480",2480,"Emotion Ad"
"2481",2481,"Reason Ad"
"2482",2482,"Reason Ad"
"2483",2483,"Emotion Ad"
"2484",2484,"Control"
"2485",2485,"Reason Ad"
"2486",2486,"Emotion Ad"
"2487",2487,"Control"
"2488",2488,"Reason Ad"
"2489",2489,"Reason Ad"
"2490",2490,"Reason Ad"
"2491",2491,"Control"
"2492",2492,"Reason Ad"
"2493",2493,"Control"
"2494",2494,"Control"
"2495",2495,"Emotion Ad"
"2496",2496,"Reason Ad"
"2497",2497,"Emotion Ad"
"2498",2498,"Emotion Ad"
"2499",2499,"Control"
"2500",2500,"Reason Ad"
"2501",2501,"Emotion Ad"
"2502",2502,"Control"
"2503",2503,"Reason Ad"
"2504",2504,"Reason Ad"
"2505",2505,"Control"
"2506",2506,"Emotion Ad"
"2507",2507,"Reason Ad"
"2508",2508,"Emotion Ad"
"2509",2509,"Control"
"2510",2510,"Reason Ad"
"2511",2511,"Emotion Ad"
"2512",2512,"Control"
"2513",2513,"Control"
"2514",2514,"Control"
"2515",2515,"Control"
"2516",2516,"Control"
"2517",2517,"Reason Ad"
"2518",2518,"Emotion Ad"
"2519",2519,"Reason Ad"
"2520",2520,"Reason Ad"
"2521",2521,"Emotion Ad"
"2522",2522,"Control"
"2523",2523,"Emotion Ad"
"2524",2524,"Emotion Ad"
"2525",2525,"Emotion Ad"
"2526",2526,"Emotion Ad"
"2527",2527,"Reason Ad"
"2528",2528,"Emotion Ad"
"2529",2529,"Reason Ad"
"2530",2530,"Control"
"2531",2531,"Reason Ad"
"2532",2532,"Reason Ad"
"2533",2533,"Reason Ad"
"2534",2534,"Emotion Ad"
"2535",2535,"Reason Ad"
"2536",2536,"Reason Ad"
"2537",2537,"Control"
"2538",2538,"Emotion Ad"
"2539",2539,"Reason Ad"
"2540",2540,"Reason Ad"
"2541",2541,"Reason Ad"
"2542",2542,"Control"
"2543",2543,"Control"
"2544",2544,"Reason Ad"
"2545",2545,"Emotion Ad"
"2546",2546,"Emotion Ad"
"2547",2547,"Emotion Ad"
"2548",2548,"Emotion Ad"
"2549",2549,"Emotion Ad"
"2550",2550,"Emotion Ad"
"2551",2551,"Control"
"2552",2552,"Emotion Ad"
"2553",2553,"Reason Ad"
"2554",2554,"Control"
"2555",2555,"Control"
"2556",2556,"Emotion Ad"
"2557",2557,"Emotion Ad"
"2558",2558,"Reason Ad"
"2559",2559,"Control"
"2560",2560,"Control"
"2561",2561,"Reason Ad"
"2562",2562,"Control"
"2563",2563,"Control"
"2564",2564,"Control"
"2565",2565,"Control"
"2566",2566,"Emotion Ad"
"2567",2567,"Reason Ad"
"2568",2568,"Emotion Ad"
"2569",2569,"Emotion Ad"
"2570",2570,"Emotion Ad"
"2571",2571,"Control"
"2572",2572,"Emotion Ad"
"2573",2573,"Emotion Ad"
"2574",2574,"Emotion Ad"
"2575",2575,"Control"
"2576",2576,"Control"
"2577",2577,"Control"
"2578",2578,"Emotion Ad"
"2579",2579,"Control"
"2580",2580,"Reason Ad"
"2581",2581,"Reason Ad"
"2582",2582,"Reason Ad"
"2583",2583,"Reason Ad"
"2584",2584,"Control"
"2585",2585,"Control"
"2586",2586,"Emotion Ad"
"2587",2587,"Control"
"2588",2588,"Reason Ad"
"2589",2589,"Reason Ad"
"2590",2590,"Control"
"2591",2591,"Emotion Ad"
"2592",2592,"Emotion Ad"
"2593",2593,"Emotion Ad"
"2594",2594,"Reason Ad"
"2595",2595,"Emotion Ad"
"2596",2596,"Reason Ad"
"2597",2597,"Emotion Ad"
"2598",2598,"Control"
"2599",2599,"Reason Ad"
"2600",2600,"Control"
"2601",2601,"Emotion Ad"
"2602",2602,"Control"
"2603",2603,"Emotion Ad"
"2604",2604,"Control"
"2605",2605,"Emotion Ad"
"2606",2606,"Control"
"2607",2607,"Reason Ad"
"2608",2608,"Emotion Ad"
"2609",2609,"Reason Ad"
"2610",2610,"Emotion Ad"
"2611",2611,"Emotion Ad"
"2612",2612,"Reason Ad"
"2613",2613,"Control"
"2614",2614,"Reason Ad"
"2615",2615,"Control"
"2616",2616,"Emotion Ad"
"2617",2617,"Reason Ad"
"2618",2618,"Reason Ad"
"2619",2619,"Control"
"2620",2620,"Emotion Ad"
"2621",2621,"Emotion Ad"
"2622",2622,"Emotion Ad"
"2623",2623,"Control"
"2624",2624,"Reason Ad"
"2625",2625,"Reason Ad"
"2626",2626,"Control"
"2627",2627,"Control"
"2628",2628,"Reason Ad"
"2629",2629,"Reason Ad"
"2630",2630,"Emotion Ad"
"2631",2631,"Control"
"2632",2632,"Emotion Ad"
"2633",2633,"Emotion Ad"
"2634",2634,"Reason Ad"
"2635",2635,"Emotion Ad"
"2636",2636,"Reason Ad"
"2637",2637,"Emotion Ad"
"2638",2638,"Control"
"2639",2639,"Reason Ad"
"2640",2640,"Reason Ad"
"2641",2641,"Reason Ad"
"2642",2642,"Reason Ad"
"2643",2643,"Control"
"2644",2644,"Control"
"2645",2645,"Reason Ad"
"2646",2646,"Reason Ad"
"2647",2647,"Reason Ad"
"2648",2648,"Control"
"2649",2649,"Reason Ad"
"2650",2650,"Control"
"2651",2651,"Control"
"2652",2652,"Reason Ad"
"2653",2653,"Reason Ad"
"2654",2654,"Control"
"2655",2655,"Emotion Ad"
"2656",2656,"Emotion Ad"
"2657",2657,"Reason Ad"
"2658",2658,"Control"
"2659",2659,"Emotion Ad"
"2660",2660,"Emotion Ad"
"2661",2661,"Emotion Ad"
"2662",2662,"Control"
"2663",2663,"Emotion Ad"
"2664",2664,"Emotion Ad"
"2665",2665,"Emotion Ad"
"2666",2666,"Reason Ad"
"2667",2667,"Control"
"2668",2668,"Reason Ad"
"2669",2669,"Reason Ad"
"2670",2670,"Reason Ad"
"2671",2671,"Control"
"2672",2672,"Emotion Ad"
"2673",2673,"Emotion Ad"
"2674",2674,"Control"
"2675",2675,"Control"
"2676",2676,"Emotion Ad"
"2677",2677,"Emotion Ad"
"2678",2678,"Emotion Ad"
"2679",2679,"Emotion Ad"
"2680",2680,"Emotion Ad"
"2681",2681,"Control"
"2682",2682,"Reason Ad"
"2683",2683,"Emotion Ad"
"2684",2684,"Reason Ad"
"2685",2685,"Control"
"2686",2686,"Control"
"2687",2687,"Emotion Ad"
"2688",2688,"Reason Ad"
"2689",2689,"Control"
"2690",2690,"Control"
"2691",2691,"Reason Ad"
"2692",2692,"Reason Ad"
"2693",2693,"Emotion Ad"
"2694",2694,"Control"
"2695",2695,"Emotion Ad"
"2696",2696,"Control"
"2697",2697,"Emotion Ad"
"2698",2698,"Control"
"2699",2699,"Emotion Ad"
"2700",2700,"Control"
"2701",2701,"Reason Ad"
"2702",2702,"Reason Ad"
"2703",2703,"Reason Ad"
"2704",2704,"Reason Ad"
"2705",2705,"Control"
"2706",2706,"Control"
"2707",2707,"Reason Ad"
"2708",2708,"Control"
"2709",2709,"Emotion Ad"
"2710",2710,"Reason Ad"
"2711",2711,"Emotion Ad"
"2712",2712,"Reason Ad"
"2713",2713,"Emotion Ad"
"2714",2714,"Reason Ad"
"2715",2715,"Emotion Ad"
"2716",2716,"Control"
"2717",2717,"Reason Ad"
"2718",2718,"Reason Ad"
"2719",2719,"Reason Ad"
"2720",2720,"Reason Ad"
"2721",2721,"Control"
"2722",2722,"Control"
"2723",2723,"Control"
"2724",2724,"Reason Ad"
"2725",2725,"Reason Ad"
"2726",2726,"Emotion Ad"
"2727",2727,"Emotion Ad"
"2728",2728,"Reason Ad"
"2729",2729,"Reason Ad"
"2730",2730,"Control"
"2731",2731,"Reason Ad"
"2732",2732,"Control"
"2733",2733,"Emotion Ad"
"2734",2734,"Control"
"2735",2735,"Control"
"2736",2736,"Control"
"2737",2737,"Reason Ad"
"2738",2738,"Emotion Ad"
"2739",2739,"Emotion Ad"
"2740",2740,"Reason Ad"
"2741",2741,"Reason Ad"
"2742",2742,"Control"
"2743",2743,"Reason Ad"
"2744",2744,"Control"
"2745",2745,"Emotion Ad"
"2746",2746,"Control"
"2747",2747,"Control"
"2748",2748,"Emotion Ad"
"2749",2749,"Control"
"2750",2750,"Reason Ad"
"2751",2751,"Reason Ad"
"2752",2752,"Emotion Ad"
"2753",2753,"Reason Ad"
"2754",2754,"Reason Ad"
"2755",2755,"Reason Ad"
"2756",2756,"Emotion Ad"
"2757",2757,"Reason Ad"
"2758",2758,"Reason Ad"
"2759",2759,"Reason Ad"
"2760",2760,"Emotion Ad"
"2761",2761,"Emotion Ad"
"2762",2762,"Emotion Ad"
"2763",2763,"Reason Ad"
"2764",2764,"Reason Ad"
"2765",2765,"Reason Ad"
"2766",2766,"Emotion Ad"
"2767",2767,"Control"
"2768",2768,"Control"
"2769",2769,"Reason Ad"
"2770",2770,"Reason Ad"
"2771",2771,"Reason Ad"
"2772",2772,"Emotion Ad"
"2773",2773,"Control"
"2774",2774,"Emotion Ad"
"2775",2775,"Reason Ad"
"2776",2776,"Reason Ad"
"2777",2777,"Emotion Ad"
"2778",2778,"Control"
"2779",2779,"Reason Ad"
"2780",2780,"Reason Ad"
"2781",2781,"Control"
"2782",2782,"Emotion Ad"
"2783",2783,"Reason Ad"
"2784",2784,"Emotion Ad"
"2785",2785,"Reason Ad"
"2786",2786,"Emotion Ad"
"2787",2787,"Emotion Ad"
"2788",2788,"Reason Ad"
"2789",2789,"Emotion Ad"
"2790",2790,"Emotion Ad"
"2791",2791,"Emotion Ad"
"2792",2792,"Reason Ad"
"2793",2793,"Reason Ad"
"2794",2794,"Control"
"2795",2795,"Control"
"2796",2796,"Control"
"2797",2797,"Reason Ad"
"2798",2798,"Reason Ad"
"2799",2799,"Control"
"2800",2800,"Reason Ad"
"2801",2801,"Reason Ad"
"2802",2802,"Emotion Ad"
"2803",2803,"Control"
"2804",2804,"Control"
"2805",2805,"Control"
"2806",2806,"Reason Ad"
"2807",2807,"Emotion Ad"
"2808",2808,"Control"
"2809",2809,"Emotion Ad"
"2810",2810,"Emotion Ad"
"2811",2811,"Reason Ad"
"2812",2812,"Control"
"2813",2813,"Reason Ad"
"2814",2814,"Control"
"2815",2815,"Reason Ad"
"2816",2816,"Emotion Ad"
"2817",2817,"Emotion Ad"
"2818",2818,"Control"
"2819",2819,"Emotion Ad"
"2820",2820,"Control"
"2821",2821,"Emotion Ad"
"2822",2822,"Emotion Ad"
"2823",2823,"Reason Ad"
"2824",2824,"Emotion Ad"
"2825",2825,"Control"
"2826",2826,"Emotion Ad"
"2827",2827,"Emotion Ad"
"2828",2828,"Reason Ad"
"2829",2829,"Reason Ad"
"2830",2830,"Reason Ad"
"2831",2831,"Emotion Ad"
"2832",2832,"Emotion Ad"
"2833",2833,"Reason Ad"
"2834",2834,"Emotion Ad"
"2835",2835,"Emotion Ad"
"2836",2836,"Control"
"2837",2837,"Control"
"2838",2838,"Reason Ad"
"2839",2839,"Reason Ad"
"2840",2840,"Emotion Ad"
"2841",2841,"Emotion Ad"
"2842",2842,"Emotion Ad"
"2843",2843,"Reason Ad"
"2844",2844,"Control"
"2845",2845,"Reason Ad"
"2846",2846,"Reason Ad"
"2847",2847,"Reason Ad"
"2848",2848,"Emotion Ad"
"2849",2849,"Reason Ad"
"2850",2850,"Emotion Ad"
"2851",2851,"Emotion Ad"
"2852",2852,"Control"
"2853",2853,"Emotion Ad"
"2854",2854,"Emotion Ad"
"2855",2855,"Reason Ad"
"2856",2856,"Emotion Ad"
"2857",2857,"Reason Ad"
"2858",2858,"Emotion Ad"
"2859",2859,"Emotion Ad"
"2860",2860,"Reason Ad"
"2861",2861,"Control"
"2862",2862,"Emotion Ad"
"2863",2863,"Reason Ad"
"2864",2864,"Reason Ad"
"2865",2865,"Emotion Ad"
"2866",2866,"Control"
"2867",2867,"Reason Ad"
"2868",2868,"Control"
"2869",2869,"Emotion Ad"
"2870",2870,"Reason Ad"
"2871",2871,"Emotion Ad"
"2872",2872,"Reason Ad"
"2873",2873,"Emotion Ad"
"2874",2874,"Emotion Ad"
"2875",2875,"Control"
"2876",2876,"Emotion Ad"
"2877",2877,"Reason Ad"
"2878",2878,"Emotion Ad"
"2879",2879,"Reason Ad"
"2880",2880,"Emotion Ad"
"2881",2881,"Control"
"2882",2882,"Control"
"2883",2883,"Emotion Ad"
"2884",2884,"Reason Ad"
"2885",2885,"Reason Ad"
"2886",2886,"Reason Ad"
"2887",2887,"Reason Ad"
"2888",2888,"Control"
"2889",2889,"Reason Ad"
"2890",2890,"Reason Ad"
"2891",2891,"Emotion Ad"
"2892",2892,"Reason Ad"
"2893",2893,"Emotion Ad"
"2894",2894,"Control"
"2895",2895,"Control"
"2896",2896,"Reason Ad"
"2897",2897,"Emotion Ad"
"2898",2898,"Reason Ad"
"2899",2899,"Emotion Ad"
"2900",2900,"Control"
"2901",2901,"Emotion Ad"
"2902",2902,"Reason Ad"
"2903",2903,"Emotion Ad"
"2904",2904,"Emotion Ad"
"2905",2905,"Emotion Ad"
"2906",2906,"Reason Ad"
"2907",2907,"Emotion Ad"
"2908",2908,"Emotion Ad"
"2909",2909,"Reason Ad"
"2910",2910,"Reason Ad"
"2911",2911,"Control"
"2912",2912,"Emotion Ad"
"2913",2913,"Emotion Ad"
"2914",2914,"Emotion Ad"
"2915",2915,"Reason Ad"
"2916",2916,"Emotion Ad"
