"","id","age","gender","race","income","education","region","hesitancy_q1","hesitancy_q2"
"2723",2723,29,"Male","White","High","High School or less","Midwest",1,5
"2724",2724,57,"Male","White","Low","Bachelor's or higher","West",3,3
"2725",2725,28,"Female","White","Low","High School or less","Midwest",3,5
"2726",2726,67,"Female","White","Low","High School or less","South",4,5
"2727",2727,40,"Female","White","High","Some College","South",4,3
"2728",2728,46,"Female","Hispanic","Low","High School or less","South",3,5
"2729",2729,38,"Female","White","Low","Some College","Midwest",2,5
"2730",2730,35,"Male","White","Medium","High School or less","West",3,5
"2731",2731,81,"Male","Other","Low","Bachelor's or higher","West",3,1
"2732",2732,68,"Male","White","Low","High School or less","South",4,4
"2733",2733,62,"Female","Hispanic","Low","High School or less","South",4,3
"2734",2734,51,"Female","White","High","Bachelor's or higher","West",5,2
"2735",2735,63,"Female","Hispanic","Low","Some College","Midwest",4,2
"2736",2736,62,"Male","White","High","High School or less","South",5,5
"2737",2737,79,"Male","White","Medium","Bachelor's or higher","South",5,3
"2738",2738,65,"Female","Black","Medium","Bachelor's or higher","Midwest",2,4
"2739",2739,46,"Female","White","Low","Some College","South",2,2
"2740",2740,46,"Female","Black","Medium","High School or less","Midwest",3,2
"2741",2741,42,"Female","Asian","Low","High School or less","West",2,4
"2742",2742,43,"Male","White","High","Some College","South",3,3
"2743",2743,46,"Male","Black","High","Some College","Northeast",2,3
"2744",2744,72,"Female","Asian","Medium","Some College","South",2,1
"2745",2745,18,"Female","Black","Medium","Bachelor's or higher","West",4,2
"2746",2746,37,"Female","Asian","High","Bachelor's or higher","Midwest",2,5
"2747",2747,48,"Female","White","Medium","Some College","South",5,4
"2748",2748,27,"Female","Black","High","Bachelor's or higher","Northeast",4,5
"2749",2749,79,"Female","White","Medium","High School or less","Midwest",3,3
"2750",2750,46,"Male","Black","High","Bachelor's or higher","South",1,4
"2751",2751,30,"Female","White","Low","High School or less","South",1,1
"2752",2752,34,"Female","White","Low","Bachelor's or higher","South",2,2
"2753",2753,66,"Male","Asian","High","Bachelor's or higher","South",2,4
"2754",2754,84,"Female","White","Low","Some College","West",4,3
"2755",2755,48,"Male","White","Medium","High School or less","South",5,1
"2756",2756,52,"Female","Hispanic","Low","Some College","West",5,2
"2757",2757,33,"Male","Asian","Low","High School or less","Northeast",2,3
"2758",2758,74,"Female","Hispanic","Low","High School or less","Northeast",5,5
"2759",2759,63,"Female","White","High","Some College","Northeast",4,2
"2760",2760,18,"Female","Asian","Low","High School or less","South",1,3
"2761",2761,38,"Male","White","High","High School or less","South",5,4
"2762",2762,46,"Female","White","High","High School or less","South",5,3
"2763",2763,30,"Female","White","High","Some College","Northeast",2,1
"2764",2764,45,"Male","Asian","High","Some College","Northeast",4,2
"2765",2765,30,"Female","Hispanic","Medium","Bachelor's or higher","South",2,3
"2766",2766,56,"Male","White","High","High School or less","West",2,2
"2767",2767,56,"Female","White","Low","Bachelor's or higher","Midwest",1,1
"2768",2768,65,"Male","White","Medium","Some College","South",3,2
"2769",2769,57,"Male","White","Medium","High School or less","South",5,1
"2770",2770,79,"Male","White","Medium","Some College","South",4,4
"2771",2771,43,"Male","White","High","Bachelor's or higher","West",4,3
"2772",2772,18,"Male","White","Medium","Bachelor's or higher","South",3,2
"2773",2773,50,"Female","Asian","Medium","High School or less","Northeast",4,4
"2774",2774,62,"Male","Hispanic","High","Some College","West",4,1
"2775",2775,43,"Male","White","Low","Some College","South",2,5
"2776",2776,75,"Male","Hispanic","High","Some College","West",4,1
"2777",2777,70,"Male","Asian","High","High School or less","South",1,5
"2778",2778,60,"Male","Hispanic","Low","High School or less","Northeast",1,4
"2779",2779,51,"Female","White","Medium","Bachelor's or higher","Northeast",3,1
"2780",2780,40,"Female","White","Medium","Bachelor's or higher","West",1,3
"2781",2781,47,"Male","Hispanic","Medium","Bachelor's or higher","West",2,1
"2782",2782,58,"Male","White","Medium","High School or less","South",3,4
"2783",2783,67,"Male","White","Medium","Bachelor's or higher","Northeast",2,5
"2784",2784,45,"Female","Asian","Medium","High School or less","Midwest",5,3
"2785",2785,37,"Male","Black","Low","High School or less","Midwest",5,5
"2786",2786,90,"Male","Hispanic","High","Some College","South",3,5
"2787",2787,59,"Male","White","Medium","High School or less","Northeast",5,1
"2788",2788,34,"Female","White","Low","High School or less","West",2,3
"2789",2789,67,"Female","White","Medium","Some College","West",5,4
"2790",2790,51,"Male","White","Low","Some College","South",4,3
"2791",2791,65,"Female","Asian","Low","Some College","West",5,2
"2792",2792,51,"Female","Hispanic","Low","High School or less","South",2,4
"2793",2793,49,"Female","White","Medium","Some College","South",3,3
"2794",2794,52,"Female","White","Low","Bachelor's or higher","South",2,4
"2795",2795,57,"Male","Asian","Medium","Some College","South",3,2
"2796",2796,39,"Female","Black","Low","Some College","Northeast",5,5
"2797",2797,38,"Male","White","Medium","Some College","South",5,4
"2798",2798,47,"Male","White","Medium","Bachelor's or higher","Midwest",2,5
"2799",2799,53,"Female","White","Medium","Some College","Northeast",5,5
"2800",2800,44,"Female","White","Medium","Some College","South",5,5
"2801",2801,56,"Female","White","Medium","Some College","West",5,5
"2802",2802,30,"Female","White","Medium","Bachelor's or higher","West",4,3
"2803",2803,24,"Female","Hispanic","Low","Bachelor's or higher","Northeast",5,5
"2804",2804,84,"Female","Black","High","Some College","South",2,3
"2805",2805,57,"Female","White","High","High School or less","Northeast",1,1
"2806",2806,43,"Male","White","Low","Some College","South",1,1
"2807",2807,45,"Male","White","High","Bachelor's or higher","Midwest",2,5
"2808",2808,64,"Female","White","Medium","Some College","Northeast",5,4
"2809",2809,46,"Female","White","Low","Some College","West",2,2
"2810",2810,53,"Female","Hispanic","Low","Some College","West",5,1
"2811",2811,45,"Female","White","Medium","Bachelor's or higher","South",2,5
"2812",2812,41,"Female","White","Low","High School or less","Midwest",2,2
"2813",2813,61,"Female","White","Medium","High School or less","Northeast",5,2
"2814",2814,53,"Male","White","High","Some College","South",5,2
"2815",2815,73,"Male","Other","High","High School or less","Northeast",5,5
"2816",2816,30,"Male","White","Medium","Some College","West",4,3
"2817",2817,48,"Female","White","Low","Some College","West",3,2
"2818",2818,46,"Female","White","High","High School or less","South",2,2
"2819",2819,31,"Female","Black","Medium","Bachelor's or higher","West",1,3
"2820",2820,68,"Female","White","Low","Some College","Northeast",2,3
"2821",2821,48,"Female","White","Medium","Bachelor's or higher","Northeast",4,5
"2822",2822,25,"Female","Black","Medium","High School or less","West",5,4
"2823",2823,39,"Male","White","Medium","Some College","West",2,4
"2824",2824,30,"Male","Black","Low","High School or less","West",4,4
"2825",2825,69,"Female","Black","High","High School or less","South",4,3
"2826",2826,90,"Male","Black","Low","High School or less","South",4,1
"2827",2827,38,"Male","White","High","Some College","South",3,5
"2828",2828,48,"Male","White","High","Some College","South",2,4
"2829",2829,55,"Male","Asian","High","High School or less","Northeast",3,1
"2830",2830,90,"Male","White","Low","Bachelor's or higher","Northeast",5,3
"2831",2831,18,"Female","Black","Medium","Bachelor's or higher","Northeast",3,4
"2832",2832,41,"Female","Hispanic","Medium","Some College","West",3,5
"2833",2833,28,"Male","White","Medium","Some College","West",3,5
"2834",2834,46,"Female","Black","Low","High School or less","Midwest",4,4
"2835",2835,45,"Female","Black","High","Bachelor's or higher","Midwest",5,5
"2836",2836,37,"Female","Black","Medium","Some College","West",4,4
"2837",2837,83,"Male","White","High","Bachelor's or higher","South",4,1
"2838",2838,55,"Female","Hispanic","Medium","Bachelor's or higher","South",1,2
"2839",2839,90,"Male","White","Medium","High School or less","West",3,5
"2840",2840,65,"Female","Black","Low","Some College","Midwest",3,4
"2841",2841,27,"Male","Hispanic","Low","High School or less","South",5,4
"2842",2842,36,"Female","Hispanic","Low","High School or less","South",4,4
"2843",2843,55,"Female","White","Low","Bachelor's or higher","West",4,5
"2844",2844,40,"Male","White","Low","Some College","Northeast",5,2
"2845",2845,56,"Female","White","High","Bachelor's or higher","South",5,3
"2846",2846,63,"Female","White","High","High School or less","South",2,4
"2847",2847,58,"Male","White","High","Some College","South",3,3
"2848",2848,48,"Male","Hispanic","High","Some College","South",3,3
"2849",2849,38,"Male","Hispanic","Medium","High School or less","West",5,4
"2850",2850,27,"Female","White","Medium","Some College","South",5,4
"2851",2851,56,"Male","White","High","Bachelor's or higher","South",4,5
"2852",2852,67,"Female","White","Low","High School or less","South",3,3
"2853",2853,49,"Male","Asian","Medium","Bachelor's or higher","South",3,3
"2854",2854,64,"Male","Black","Medium","High School or less","Midwest",2,5
"2855",2855,90,"Male","Asian","High","Some College","Midwest",3,2
"2856",2856,85,"Male","Asian","Medium","Some College","South",1,3
"2857",2857,41,"Male","White","Medium","High School or less","South",3,4
"2858",2858,60,"Female","Hispanic","Medium","Bachelor's or higher","West",5,4
"2859",2859,37,"Male","White","Medium","Bachelor's or higher","Northeast",4,3
"2860",2860,62,"Male","White","Low","High School or less","West",3,1
"2861",2861,49,"Male","Black","Low","Some College","South",2,1
"2862",2862,55,"Female","Hispanic","Low","Some College","South",4,1
"2863",2863,35,"Male","Other","High","Some College","West",5,4
"2864",2864,72,"Male","White","Low","Some College","Northeast",2,4
"2865",2865,48,"Female","White","Medium","Some College","South",1,1
"2866",2866,42,"Female","White","High","Some College","Midwest",3,1
"2867",2867,49,"Female","White","High","High School or less","West",5,3
"2868",2868,51,"Male","Asian","Low","Some College","South",3,2
"2869",2869,79,"Female","White","Medium","Bachelor's or higher","West",4,2
"2870",2870,30,"Male","Hispanic","Low","High School or less","West",5,4
"2871",2871,90,"Female","White","Low","High School or less","Midwest",3,4
"2872",2872,36,"Male","Hispanic","High","Bachelor's or higher","Midwest",2,2
"2873",2873,53,"Female","Hispanic","High","Bachelor's or higher","South",5,3
"2874",2874,18,"Male","Hispanic","Medium","High School or less","South",3,4
"2875",2875,38,"Female","White","Low","Bachelor's or higher","South",4,4
"2876",2876,63,"Female","White","Low","High School or less","West",3,2
"2877",2877,59,"Female","White","Low","Some College","South",4,4
"2878",2878,57,"Male","White","Medium","Bachelor's or higher","Midwest",3,3
"2879",2879,42,"Male","White","Low","Some College","South",2,4
"2880",2880,18,"Female","White","Low","High School or less","West",3,1
"2881",2881,31,"Female","White","Medium","Some College","West",4,1
"2882",2882,46,"Male","White","Low","Bachelor's or higher","South",5,2
"2883",2883,61,"Male","White","High","Some College","Northeast",2,5
"2884",2884,65,"Male","Other","Medium","Some College","Northeast",2,5
"2885",2885,45,"Female","White","Low","High School or less","Midwest",1,3
"2886",2886,47,"Female","White","Low","High School or less","West",2,3
"2887",2887,47,"Female","White","Medium","High School or less","Northeast",5,3
"2888",2888,51,"Female","White","High","Bachelor's or higher","South",2,4
"2889",2889,78,"Female","White","Medium","Some College","Midwest",5,5
"2890",2890,37,"Female","Hispanic","High","Bachelor's or higher","South",1,4
"2891",2891,46,"Male","White","High","Some College","West",3,4
"2892",2892,51,"Female","Black","Low","High School or less","Midwest",2,4
"2893",2893,26,"Female","Hispanic","Low","High School or less","Northeast",1,5
"2894",2894,33,"Male","Hispanic","Low","Some College","West",4,4
"2895",2895,54,"Female","Asian","Medium","Bachelor's or higher","Midwest",4,2
"2896",2896,58,"Female","Black","Medium","Bachelor's or higher","West",2,4
"2897",2897,71,"Female","Hispanic","High","High School or less","Midwest",5,5
"2898",2898,42,"Male","White","Medium","Some College","Northeast",3,4
"2899",2899,76,"Female","White","Medium","Bachelor's or higher","Midwest",5,4
"2900",2900,34,"Male","White","High","High School or less","Northeast",5,3
"2901",2901,21,"Male","Hispanic","Low","Some College","South",4,2
"2902",2902,18,"Female","Asian","High","Some College","Northeast",2,3
"2903",2903,70,"Male","White","Medium","Bachelor's or higher","South",4,5
"2904",2904,55,"Female","White","Medium","Bachelor's or higher","Midwest",3,3
"2905",2905,48,"Male","White","High","High School or less","South",4,5
"2906",2906,45,"Male","White","High","High School or less","South",3,1
"2907",2907,79,"Male","White","Medium","High School or less","West",2,3
"2908",2908,72,"Female","Hispanic","Medium","Bachelor's or higher","South",2,3
"2909",2909,32,"Female","White","Medium","Some College","Midwest",5,1
"2910",2910,25,"Female","Hispanic","Low","Some College","Midwest",3,1
"2911",2911,70,"Male","White","Low","High School or less","South",4,5
"2912",2912,60,"Male","White","Low","High School or less","Midwest",4,5
"2913",2913,41,"Male","White","Low","High School or less","Midwest",5,2
"2914",2914,57,"Male","Hispanic","Low","High School or less","South",3,4
"2915",2915,18,"Male","White","Medium","High School or less","West",4,4
"2916",2916,38,"Male","Hispanic","Low","Some College","Northeast",4,3
"2917",2917,58,"Male","Asian","Low","Bachelor's or higher","Midwest",4,4
"2918",2918,49,"Female","Black","Low","High School or less","South",2,3
"2919",2919,27,"Male","White","Medium","Bachelor's or higher","South",4,4
"2920",2920,68,"Male","White","Medium","High School or less","South",2,2
"2921",2921,71,"Male","White","Medium","High School or less","South",5,2
"2922",2922,33,"Male","White","Medium","Bachelor's or higher","South",3,4
"2923",2923,47,"Male","White","Low","Some College","South",2,5
"2924",2924,63,"Female","Hispanic","Low","Bachelor's or higher","West",4,5
"2925",2925,66,"Female","Asian","High","Some College","West",2,2
"2926",2926,40,"Male","White","High","High School or less","Midwest",2,5
"2927",2927,34,"Male","White","Low","High School or less","Midwest",2,5
"2928",2928,56,"Female","White","Medium","Bachelor's or higher","Midwest",2,5
"2929",2929,18,"Male","Other","Low","Some College","West",4,5
"2930",2930,33,"Female","White","High","High School or less","Midwest",4,5
"2931",2931,64,"Male","Black","Medium","Bachelor's or higher","South",5,5
"2932",2932,19,"Female","Black","Medium","Bachelor's or higher","Midwest",5,3
"2933",2933,28,"Male","White","Medium","High School or less","South",3,5
"2934",2934,46,"Female","White","Low","Some College","Midwest",1,4
"2935",2935,45,"Female","White","Medium","High School or less","South",3,3
"2936",2936,18,"Female","Hispanic","Low","High School or less","South",3,3
"2937",2937,59,"Female","Hispanic","Low","High School or less","South",4,2
"2938",2938,32,"Female","White","High","High School or less","Northeast",5,4
"2939",2939,47,"Male","White","Medium","High School or less","Midwest",3,3
"2940",2940,46,"Female","White","Medium","Some College","Northeast",4,5
"2941",2941,63,"Female","White","Medium","Some College","Midwest",5,4
"2942",2942,49,"Male","White","High","Some College","South",4,1
"2943",2943,48,"Male","White","Medium","High School or less","Northeast",5,5
"2944",2944,80,"Female","White","Medium","High School or less","South",4,1
"2945",2945,57,"Female","White","Medium","High School or less","West",3,4
"2946",2946,61,"Male","White","High","Some College","Midwest",3,3
"2947",2947,59,"Female","White","Medium","Some College","South",4,5
"2948",2948,60,"Male","White","Medium","Some College","West",3,2
"2949",2949,74,"Male","White","Low","High School or less","West",3,2
"2950",2950,49,"Female","Hispanic","Medium","Bachelor's or higher","Midwest",3,3
"2951",2951,54,"Female","Hispanic","Medium","Bachelor's or higher","South",4,4
"2952",2952,85,"Male","White","Medium","High School or less","South",4,5
"2953",2953,40,"Female","Black","Medium","High School or less","Midwest",3,5
"2954",2954,73,"Female","White","Low","High School or less","South",3,4
"2955",2955,39,"Male","White","Low","High School or less","Midwest",4,3
"2956",2956,81,"Female","Hispanic","Low","Some College","South",1,3
"2957",2957,38,"Male","White","Low","High School or less","West",3,2
"2958",2958,35,"Female","Hispanic","High","High School or less","South",3,3
"2959",2959,69,"Female","White","Low","Bachelor's or higher","Northeast",3,4
"2960",2960,67,"Male","Black","Medium","Some College","Midwest",2,3
"2961",2961,60,"Female","White","Medium","High School or less","Northeast",3,3
"2962",2962,55,"Female","White","High","Bachelor's or higher","Midwest",5,4
"2963",2963,54,"Female","Black","Low","Bachelor's or higher","South",2,2
"2964",2964,87,"Female","White","Medium","Bachelor's or higher","Midwest",2,4
"2965",2965,24,"Male","Other","Medium","Bachelor's or higher","Northeast",2,5
"2966",2966,32,"Female","Hispanic","Low","High School or less","Northeast",1,4
"2967",2967,27,"Male","White","High","Some College","West",3,4
"2968",2968,67,"Male","Hispanic","High","Bachelor's or higher","Midwest",5,3
"2969",2969,46,"Male","White","Medium","High School or less","Northeast",5,4
"2970",2970,48,"Female","Hispanic","High","High School or less","South",5,2
"2971",2971,82,"Male","White","Low","Some College","Northeast",4,5
"2972",2972,40,"Female","White","Low","High School or less","Northeast",5,4
"2973",2973,86,"Female","Other","Medium","Some College","Midwest",1,3
"2974",2974,25,"Male","White","Low","High School or less","South",3,3
"2975",2975,74,"Female","White","Medium","High School or less","Northeast",5,2
"2976",2976,56,"Female","White","Medium","High School or less","South",2,2
"2977",2977,43,"Male","Hispanic","Medium","High School or less","West",5,4
"2978",2978,47,"Male","White","High","Some College","Midwest",2,3
"2979",2979,74,"Female","Hispanic","Low","High School or less","South",2,4
"2980",2980,81,"Female","White","Low","Bachelor's or higher","Midwest",3,5
"2981",2981,20,"Male","White","Medium","Some College","West",4,2
"2982",2982,90,"Male","White","Low","High School or less","Midwest",4,5
"2983",2983,90,"Male","White","High","High School or less","South",4,3
"2984",2984,41,"Male","Asian","High","Bachelor's or higher","South",1,3
"2985",2985,49,"Female","White","Low","Bachelor's or higher","West",5,2
"2986",2986,38,"Male","Black","High","Bachelor's or higher","South",3,4
"2987",2987,48,"Male","White","Low","High School or less","West",2,5
"2988",2988,63,"Female","Hispanic","High","Bachelor's or higher","South",1,5
"2989",2989,52,"Female","Hispanic","Low","High School or less","West",1,2
"2990",2990,53,"Female","Black","Medium","Bachelor's or higher","South",2,4
"2991",2991,77,"Female","White","Medium","Some College","South",4,3
"2992",2992,18,"Female","White","Medium","Some College","South",1,1
"2993",2993,41,"Male","White","Low","Some College","West",4,3
"2994",2994,53,"Female","White","Medium","High School or less","Midwest",5,4
"2995",2995,36,"Female","White","Medium","High School or less","Midwest",4,5
"2996",2996,69,"Male","White","High","Bachelor's or higher","Northeast",3,4
"2997",2997,42,"Female","White","High","Bachelor's or higher","West",3,1
"2998",2998,42,"Female","Black","High","Bachelor's or higher","South",1,3
"2999",2999,71,"Female","White","Low","High School or less","West",4,2
"3000",3000,65,"Female","Black","Medium","Bachelor's or higher","South",5,5
"3001",3001,47,"Male","Other","Medium","High School or less","South",1,4
"3002",3002,44,"Female","White","High","Bachelor's or higher","West",2,4
"3003",3003,24,"Female","White","High","Bachelor's or higher","West",4,1
"3004",3004,37,"Male","White","High","Bachelor's or higher","Midwest",2,2
"3005",3005,90,"Male","White","Low","High School or less","South",4,4
"3006",3006,49,"Male","White","Medium","Some College","Midwest",3,4
"3007",3007,66,"Male","White","High","Bachelor's or higher","South",3,2
"3008",3008,47,"Female","Hispanic","Medium","Some College","Midwest",2,5
"3009",3009,61,"Female","Other","Medium","Some College","West",4,1
"3010",3010,49,"Female","White","Medium","Some College","West",5,5
"3011",3011,75,"Male","White","Low","Bachelor's or higher","South",4,3
"3012",3012,41,"Female","White","Medium","Bachelor's or higher","West",4,3
"3013",3013,19,"Male","Black","Medium","Some College","South",1,5
"3014",3014,66,"Female","White","Low","Some College","South",5,2
"3015",3015,46,"Female","White","High","High School or less","Midwest",4,4
"3016",3016,76,"Female","White","Medium","High School or less","West",4,4
"3017",3017,52,"Male","Asian","Low","Bachelor's or higher","Midwest",5,5
"3018",3018,76,"Male","Black","High","High School or less","West",3,2
"3019",3019,56,"Male","Hispanic","Medium","High School or less","Midwest",1,3
"3020",3020,44,"Male","White","Low","High School or less","West",4,2
"3021",3021,63,"Male","White","Low","Bachelor's or higher","South",3,4
"3022",3022,42,"Female","White","High","High School or less","West",3,5
"3023",3023,80,"Male","Hispanic","Low","Bachelor's or higher","Northeast",5,2
"3024",3024,53,"Female","White","Low","High School or less","West",5,5
"3025",3025,18,"Female","Black","High","High School or less","West",4,4
"3026",3026,42,"Female","White","Medium","High School or less","Northeast",3,5
"3027",3027,21,"Male","Black","Low","Some College","Midwest",3,3
"3028",3028,18,"Female","Black","Medium","Some College","West",2,4
"3029",3029,51,"Female","White","Low","High School or less","South",3,5
"3030",3030,62,"Female","White","Medium","High School or less","South",1,3
"3031",3031,36,"Female","White","Medium","High School or less","Midwest",2,5
"3032",3032,26,"Male","White","Low","Some College","South",3,5
"3033",3033,39,"Male","White","Low","High School or less","Midwest",1,3
"3034",3034,22,"Female","White","Low","High School or less","West",4,5
"3035",3035,63,"Male","White","Medium","Some College","Midwest",4,3
"3036",3036,60,"Female","White","High","High School or less","South",5,4
"3037",3037,21,"Male","White","Medium","Bachelor's or higher","Northeast",1,3
"3038",3038,39,"Male","Hispanic","Medium","Some College","South",3,4
"3039",3039,69,"Female","Hispanic","Low","Some College","Midwest",1,4
"3040",3040,47,"Female","White","Medium","Bachelor's or higher","Northeast",5,1
"3041",3041,50,"Female","White","Low","Some College","Midwest",3,4
"3042",3042,58,"Female","Hispanic","Low","Bachelor's or higher","Midwest",4,2
"3043",3043,61,"Male","Hispanic","Low","High School or less","West",4,4
"3044",3044,72,"Male","White","Medium","Some College","Northeast",1,4
"3045",3045,64,"Male","Hispanic","Low","High School or less","West",5,4
"3046",3046,25,"Male","Asian","Low","Bachelor's or higher","West",3,2
"3047",3047,43,"Male","Black","Low","Bachelor's or higher","Midwest",2,3
"3048",3048,55,"Female","White","Medium","High School or less","South",3,4
"3049",3049,48,"Female","Asian","Medium","Some College","Midwest",4,3
"3050",3050,18,"Female","White","Medium","Some College","South",3,5
"3051",3051,36,"Male","White","Medium","High School or less","South",1,5
"3052",3052,68,"Male","White","Low","High School or less","South",5,3
"3053",3053,53,"Male","White","High","Some College","Midwest",4,2
"3054",3054,23,"Female","Black","High","Some College","West",4,1
"3055",3055,54,"Male","White","Medium","High School or less","South",2,5
"3056",3056,47,"Female","Black","Medium","Some College","South",3,2
"3057",3057,62,"Female","Black","Medium","High School or less","South",2,4
"3058",3058,88,"Male","White","High","High School or less","Northeast",2,2
"3059",3059,23,"Male","White","Medium","Bachelor's or higher","West",4,2
"3060",3060,41,"Female","White","Medium","High School or less","South",2,3
"3061",3061,48,"Female","White","High","Some College","South",1,3
"3062",3062,18,"Female","White","Low","High School or less","Midwest",3,2
"3063",3063,49,"Female","White","High","Some College","South",1,3
"3064",3064,39,"Female","White","Low","Some College","South",2,3
"3065",3065,90,"Female","White","Low","Some College","West",5,2
"3066",3066,18,"Female","White","Low","Some College","South",2,3
"3067",3067,77,"Female","Hispanic","Medium","Some College","South",5,3
"3068",3068,68,"Male","Hispanic","Medium","Bachelor's or higher","West",4,5
"3069",3069,63,"Male","White","High","Bachelor's or higher","South",3,2
"3070",3070,53,"Male","White","High","High School or less","South",4,5
"3071",3071,37,"Female","Black","Medium","Some College","Northeast",3,2
"3072",3072,70,"Male","White","High","Some College","Midwest",4,3
"3073",3073,34,"Male","White","Low","Bachelor's or higher","Midwest",5,3
"3074",3074,63,"Male","White","Low","High School or less","South",5,3
"3075",3075,57,"Male","Black","Medium","High School or less","South",2,4
"3076",3076,69,"Female","White","High","High School or less","Northeast",5,3
"3077",3077,39,"Female","White","Low","High School or less","Northeast",4,5
"3078",3078,40,"Male","White","High","Some College","West",5,4
"3079",3079,55,"Male","White","Low","Bachelor's or higher","South",2,5
"3080",3080,56,"Female","Asian","Medium","High School or less","Midwest",2,2
"3081",3081,75,"Male","Black","High","High School or less","Midwest",5,2
"3082",3082,59,"Female","Hispanic","High","Some College","West",4,4
"3083",3083,53,"Female","White","Low","Bachelor's or higher","West",4,2
"3084",3084,65,"Male","White","Low","Bachelor's or higher","West",3,3
"3085",3085,40,"Male","White","Low","Some College","Midwest",3,2
"3086",3086,70,"Male","Asian","Medium","Bachelor's or higher","West",4,4
"3087",3087,32,"Female","Asian","High","Bachelor's or higher","Midwest",4,4
"3088",3088,56,"Female","Black","Low","Some College","Midwest",5,4
"3089",3089,19,"Female","Black","Low","Some College","Midwest",5,2
"3090",3090,54,"Female","White","Medium","High School or less","West",1,4
"3091",3091,22,"Female","White","Medium","Some College","Midwest",4,1
"3092",3092,46,"Female","Hispanic","Low","High School or less","Northeast",1,4
"3093",3093,18,"Female","White","Medium","High School or less","Midwest",5,2
"3094",3094,38,"Male","Hispanic","Low","High School or less","South",2,3
"3095",3095,36,"Female","Hispanic","Low","Bachelor's or higher","South",4,4
"3096",3096,60,"Female","Hispanic","Medium","High School or less","South",2,1
"3097",3097,40,"Female","White","High","Some College","Northeast",4,4
"3098",3098,36,"Male","Hispanic","High","High School or less","South",3,4
"3099",3099,72,"Female","Black","Medium","High School or less","South",3,4
"3100",3100,80,"Male","White","High","Some College","South",3,4
"3101",3101,70,"Female","White","High","Some College","South",4,5
"3102",3102,23,"Female","White","Low","High School or less","West",3,1
"3103",3103,73,"Male","White","Medium","Bachelor's or higher","South",1,3
"3104",3104,28,"Female","White","High","Bachelor's or higher","Northeast",3,1
"3105",3105,49,"Female","Other","Medium","High School or less","West",2,3
"3106",3106,63,"Female","White","High","High School or less","Northeast",4,2
"3107",3107,46,"Female","Black","Low","Bachelor's or higher","West",3,5
"3108",3108,47,"Male","White","Low","Bachelor's or higher","Midwest",2,5
"3109",3109,52,"Male","White","Low","Some College","Northeast",4,3
"3110",3110,58,"Female","Black","Low","Bachelor's or higher","West",3,2
"3111",3111,57,"Male","White","High","Some College","Northeast",4,5
"3112",3112,19,"Male","Hispanic","High","High School or less","West",1,1
"3113",3113,47,"Female","White","Low","High School or less","South",1,4
"3114",3114,55,"Female","White","Low","Bachelor's or higher","West",5,4
"3115",3115,61,"Male","White","Low","Bachelor's or higher","Midwest",1,3
"3116",3116,44,"Female","Other","Low","Some College","West",3,3
"3117",3117,37,"Male","Black","High","High School or less","Midwest",5,1
"3118",3118,25,"Female","Black","Low","Some College","Midwest",4,1
"3119",3119,37,"Male","White","Medium","Bachelor's or higher","Northeast",4,4
"3120",3120,48,"Female","Hispanic","High","High School or less","Midwest",5,5
"3121",3121,39,"Male","Asian","Low","Bachelor's or higher","West",1,5
"3122",3122,61,"Female","White","Medium","High School or less","West",2,4
"3123",3123,57,"Female","White","Low","High School or less","Midwest",5,3
"3124",3124,21,"Male","White","High","Bachelor's or higher","Midwest",5,5
"3125",3125,56,"Male","Black","High","High School or less","South",4,2
"3126",3126,60,"Male","Hispanic","Low","High School or less","Northeast",2,3
"3127",3127,45,"Female","Hispanic","High","High School or less","West",1,1
"3128",3128,50,"Male","White","Medium","High School or less","Northeast",4,2
"3129",3129,42,"Male","White","High","Bachelor's or higher","South",4,2
"3130",3130,45,"Male","Hispanic","High","Bachelor's or higher","West",2,2
"3131",3131,32,"Female","White","High","High School or less","South",4,3
"3132",3132,58,"Female","Hispanic","High","Bachelor's or higher","Midwest",2,4
"3133",3133,28,"Female","White","Medium","Some College","Northeast",5,4
"3134",3134,39,"Female","Hispanic","Medium","Bachelor's or higher","South",2,5
"3135",3135,34,"Female","White","Medium","Bachelor's or higher","Midwest",4,3
"3136",3136,34,"Male","White","Low","High School or less","West",2,4
"3137",3137,43,"Female","White","Low","Bachelor's or higher","West",4,2
"3138",3138,41,"Male","White","Low","Some College","West",5,4
"3139",3139,37,"Male","Hispanic","High","Bachelor's or higher","South",4,3
"3140",3140,45,"Male","White","Low","Some College","West",4,4
"3141",3141,21,"Female","Hispanic","Medium","Some College","South",1,4
"3142",3142,52,"Female","White","Medium","High School or less","West",5,2
"3143",3143,61,"Male","White","Low","High School or less","South",2,5
"3144",3144,27,"Female","White","High","Bachelor's or higher","South",5,4
"3145",3145,25,"Female","White","Low","High School or less","Midwest",4,2
"3146",3146,90,"Female","Black","High","High School or less","Northeast",4,2
"3147",3147,54,"Female","White","Medium","High School or less","Midwest",3,3
"3148",3148,51,"Female","Hispanic","Medium","Bachelor's or higher","Midwest",4,4
"3149",3149,46,"Female","White","High","Bachelor's or higher","West",2,1
"3150",3150,59,"Female","Black","Low","High School or less","West",5,3
"3151",3151,51,"Male","Black","Medium","Bachelor's or higher","South",3,3
"3152",3152,40,"Male","White","High","Some College","South",4,5
"3153",3153,42,"Female","Black","High","High School or less","Northeast",2,5
