Page number	proj no	State	city	county	name of facility	control	category	type const	adj fac	beds provided	Total	Hill-Burton Funds	Month	Year	Status
176	A129	Missouri	Springfield	Greene	Lester E Cox Med CTR	1	1	5	4	137	"4,024,402"	"1,575,147"	10	62	3
176	0094	Missouri	Springfield	Greene	Springfield Baptist	1	LTU	5	4	27	"522,800"	"223,904"	04	59	3
176	0062	Missouri	Springfield	Greene	ST Johns Hosp	1	1	5	-	50	"1,860,808"	"400,000"	02	58	3
176	0004	Missouri	Springfield	Greene	ST Johns Hosp	1	1	1	5	254	"7,333,684"	"3,639,028"	09	48	3
176	F221	Missouri	Springfield	Greene	ST Johns Hosp	1	9	2	-	-	"1,465,780"	"132,500"	11	69	2
176	I131	Missouri	Springfield	Greene	ST Johns Hosp	1	1	5	6	-	"332,425"	"165,000"	02	62	3
176	0015	Missouri	Springfield	Greene	W E Handley City Hosp	2	1	1	-	50	"312,371"	"155,000"	05	50	3
176	A217	Missouri	ST Charles	ST Charles	ST Josephs Hosp	1	1	2	4	126	"3,983,742"	"1,000,000"	04	70	2
176	A083	Missouri	ST Charles	ST Charles	ST Josephs Hosp	1	1	2	-	72	"2,318,212"	"795,000"	02	59	3
176	H223	Missouri	ST Joseph	Buchanan	Methodist Hosp Med CTR	1	LTU	5	4	120	"3,704,158"	"551,836"	08	69	2
177	G223	Missouri	ST Joseph	Buchanan	Methodist Hosp Med CTR	1	6	2	-	-	"938,620"	"209,119"	06	71	2
177	A067	Missouri	ST Joseph	Buchanan	ST Josephs Hosp	1	1	5	-	116	"3,920,278"	"1,180,000"	02	59	3
177	0058	Missouri	ST Louis	ST Louis	Alexian Brothers Hosp	1	9	2	-	-	"1,493,889"	"129,408"	04	57	3
177	D086	Missouri	ST Louis	ST Louis	Cass Ave PHC	2	5	1	-	-	"592,281"	"75,000"	06	59	3
177	F138	Missouri	ST Louis	ST Louis	Child Psych Guid Clinic	2	9	1	-	-	"517,837"	"233,119"	05	62	3
177	E057	Missouri	ST Louis	ST Louis	Christian Hosp	1	1	5	4	54	"1,308,042"	"600,000"	06	57	3
177	H163	Missouri	ST Louis	ST Louis	City Nursing Home	2	0	4	-	200	"3,977,573"	"390,492"	04	64	3
177	F079	Missouri	ST Louis	ST Louis	David P Wohl Mem Hosp	1	9	6	-	-	"1,380,825"	"227,843"	11	58	3
177	0018	Missouri	ST Louis	ST Louis	DE Paul Hosp	1	1	5	2	85	"2,771,183"	"1,382,768"	08	50	3
177	F186	Missouri	ST Louis	ST Louis	Deaconess Hosp	1	9	2	-	-	"3,391,975"	"120,470"	07	66	3
177	0035	Missouri	ST Louis	ST Louis	Deaconess Hosp	1	1	5	4	160	"2,264,453"	"794,194"	11	53	3
177	M186	Missouri	ST Louis	ST Louis	Deaconess Hosp	1	1	3	4	373	"4,294,284"	"432,528"	07	66	3
177	F104	Missouri	ST Louis	ST Louis	Homer G Phillips	2	9	2	-	-	"973,080"	"165,111"	02	60	3
177	0070	Missouri	ST Louis	ST Louis	Irene Johnson Institute	1	6	2	-	-	"821,730"	"317,080"	06	57	3
177	B052	Missouri	ST Louis	ST Louis	Jewish Hosp	1	1	2	-	34	"516,084"	"250,140"	06	56	3
177	0166	Missouri	ST Louis	ST Louis	Jewish Hosp	1	1	5	2	-	"798,299"	"355,372"	04	65	3
177	G052	Missouri	ST Louis	ST Louis	Jewish Hosp	1	6	2	-	-	"283,511"	"130,000"	06	56	3
177	0077	Missouri	ST Louis	ST Louis	Lady Of Grace Child CTR	1	9	1	-	-	"236,515"	"102,754"	02	58	3
177	0135	Missouri	ST Louis	ST Louis	Lutheran Altenheim Home	1	0	2	4	80	"1,353,881"	"599,610"	07	62	3
177	I175	Missouri	ST Louis	ST Louis	Lutheran Hosp	1	1	2	6	-	"1,581,907"	"300,000"	10	65	3
177	F171	Missouri	ST Louis	ST Louis	Lutheran Hosp	1	9	2	-	-	"1,094,021"	"537,364"	06	65	3
177	0034	Missouri	ST Louis	ST Louis	Lutheran Hosp	1	1	2	2	190	"4,022,506"	"574,954"	05	53	3
177	B165	Missouri	ST Louis	ST Louis	Malcolm Bliss Hosp	4	3	5	4	120	"3,355,389"	"952,201"	02	65	3
177	0096	Missouri	ST Louis	ST Louis	Malcolm Bliss Hosp	4	3	5	-	32	"88,170"	"41,438"	02	60	3
177	R118	Missouri	ST Louis	ST Louis	Missouri Baptist Hosp	1	6	1	-	-	"804,080"	"402,000"	02	63	3
177	0118	Missouri	ST Louis	ST Louis	Missouri Baptist Hosp	1	1	1	-	105	"1,379,172"	"634,798"	02	63	3
177	0151	Missouri	ST Louis	ST Louis	Normandy Osteo Hosp	1	LTU	6	-	50	"995,513"	"353,000"	07	63	3
177	0023	Missouri	ST Louis	ST Louis	Renard Psych Hosp	1	3	1	-	100	"1,577,525"	"786,094"	06	52	3
177	0024	Missouri	ST Louis	ST Louis	ST Louis Childrens Hosp	1	1	2	1	60	"3,161,460"	"813,440"	07	52	3
177	M222	Missouri	ST Louis	ST Louis	ST Louis City Hosp	2	1	9	4	-	"3,285,000"	"1,000,000"	12	69	2
177	0010	Missouri	ST Louis	ST Louis	ST Louis PHC	2	5	1	-	-	"832,747"	"276,171"	04	49	3
177	0042	Missouri	ST Louis	ST Louis	ST Vincents Hospital	1	3	2	-	75	"1,116,954"	"527,039"	05	56	3
177	0087	Missouri	ST Louis	ST Louis	Wohl Health Institute	1	3	1	-	60	"1,421,001"	"603,000"	12	58	3
177	0179	Missouri	Ste Genevieve	Ste Genevieve	Ste Genevieve CO Mem	3	1	1	-	35	"1,524,569"	"441,000"	09	66	3
177	H172	Missouri	Stover	Morgan	Golden Age Nursing Home	1	0	1	-	40	"229,573"	"114,310"	01	65	3
177	A206	Missouri	Sullivan	Franklin	Sullivan Comm Hosp	2	1	5	4	-	"334,118"	"127,871"	11	68	3
177	0102	Missouri	Sullivan	Franklin	Sullivan Comm Hosp	2	1	1	-	35	"664,338"	"331,574"	02	60	3
178	A075	Missouri	Sweet Springs	Saline	Community Hosp	1	1	1	-	31	"436,962"	"218,179"	06	58	3
178	A115	Missouri	Trenton	Grundy	Wright Memorial Hosp	1	1	5	4	24	"222,499"	"110,000"	03	61	3
178	0045	Missouri	Trenton	Grundy	Wright Memorial Hosp	1	1	1	-	36	"330,319"	"164,657"	02	56	3
178	0003	Missouri	Troy	Lincoln	Lincoln CO Memorial	3	1	1	-	50	"661,418"	"330,709"	08	48	3
178	A085	Missouri	Troy	Lincoln	Lincoln CO Memorial	3	1	5	-	20	"309,447"	"152,500"	08	59	3
178	A113	Missouri	Unionville	Putnam	Putman CO MEM Hosp	3	1	1	-	30	"548,741"	"268,000"	06	61	3
178	H195	Missouri	Unionville	Putnam	Putnam CO MEM Hosp	3	LTU	2	-	45	"309,524"	"147,812"	09	67	3
178	D177	Missouri	Versailles	Morgan	Morgan County PHC	3	5	4	-	-	"72,715"	"33,320"	07	66	3
178	A109	Missouri	Warrensburg	Johnson	Johnson CO MEM Hosp	3	1	1	-	60	"1,610,321"	"801,075"	08	61	3
178	0144	Missouri	Waynesville	Pulaski	Pulaski County GEN Hosp	3	1	4	-	50	"1,034,462"	"511,000"	03	63	3
178	A054	Missouri	West Plains	Howell	West Plains Mem Hosp	1	1	1	-	42	"684,018"	"340,232"	12	56	3
178	0020	Montana	Anaconda	Deer Lodge	ST Anns Hosp	1	1	5	5	112	"1,540,776"	"138,621"	06	53	3
178	0051	Montana	Baker	Fallon	Fallon County MEM Hosp	3	LTU	2	-	24	"379,805"	"151,059"	04	64	3
178	0001	Montana	Baker	Fallon	Fallon County MEM Hosp	3	1	1	-	19	"296,268"	"117,730"	04	48	3
178	0005	Montana	Big Timber	Sweet Grass	Sweet Grass Comm Hosp	3	1	1	-	10	"162,851"	"54,284"	10	48	3
178	0053	Montana	Big Timber	Sweet Grass	Sweet Grass County Home	3	0	1	-	25	"286,270"	"92,746"	04	64	3
178	0039	Montana	Billings	Yellowstone	Billings Deaconess Hosp	1	1	2	-	84	"1,527,038"	"450,000"	07	59	3
178	R074	Montana	Billings	Yellowstone	E Mont Coll Childs CTR	4	6	4	-	-	"353,251"	"194,288"	03	70	2
178	0047	Montana	Billings	Yellowstone	ST Vincents Hosp	1	1	5	-	-	"265,713"	"101,216"	04	61	3
178	0040	Montana	Billings	Yellowstone	ST Vincents Hosp	1	6	2	-	-	"106,236"	"42,442"	05	59	3
178	CH26	Montana	Billings	Yellowstone	ST Vincents Hosp	1	LTU	5	-	13	"265,337"	"106,135"	06	56	3
178	R026	Montana	Billings	Yellowstone	ST Vincents Hosp	1	6	5	-	-	"180,386"	"72,154"	06	56	3
178	D026	Montana	Billings	Yellowstone	ST Vincents Hosp	1	9	5	-	-	"171,358"	"68,543"	06	56	3
178	0035	Montana	Butte	Silver Bow	Silver Bow GEN Hosp	3	LTU	1	-	114	"996,988"	"398,795"	01	58	3
178	N031	Montana	Chester	Liberty	Liberty CO Hosp	3	LTU	2	4	10	"129,595"	"49,524"	08	57	3
178	0056	Montana	Choteau	Teton	Teton CO Nrsng Home	3	0	6	-	29	"330,099"	"130,850"	09	66	3
178	0004	Montana	Choteau	Teton	Teton Memorial Hosp	1	1	1	-	25	"208,492"	"67,202"	03	48	3
178	0023	Montana	Choteau	Teton	Teton Memorial Hosp	1	1	2	4	3	"23,615"	"9,446"	11	55	3
178	0003	Montana	Circle	Mccone	Mccone County Hosp	3	1	1	3	10	"170,462"	"55,414"	09	48	3
178	0072	Montana	Columbus	Stillwater	Stillwater Comm Hosp	3	1	2	4	17	"474,611"	"131,595"	02	69	2
178	M072	Montana	Columbus	Stillwater	Stillwater Comm Hosp	3	1	3	4	10	"143,590"	"57,436"	02	69	2
178	0069	Montana	Conrad	Pondera	Pondera County Hosp	1	1	4	-	13	"567,471"	"197,093"	12	68	3
178	M069	Montana	Conrad	Pondera	Pondera County Hosp	1	1	4	-	36	"1,332,201"	"532,881"	12	68	3
178	0015	Montana	Culbertson	Roosevelt	Roosevelt MEM Hosp	1	1	1	8	-	"99,860"	"36,642"	06	51	3
178	0006	Montana	Cut Bank	Glacier	Glacier CO MEM Hosp	3	1	1	-	36	"307,173"	"101,404"	12	48	3
179	0049	Montana	Deer Lodge	Powell	Powell County MEM Hosp	3	1	1	-	35	"567,557"	"224,040"	08	63	3
179	0028	Montana	Ekalaka	Carter	Dahl Memorial Hosp	3	1	4	-	16	"208,891"	"81,528"	04	57	3
179	LM60	Montana	Ekalaka	Carter	Dahl Memorial Hosp	3	LTU	4	-	12	"105,103"	"41,200"	12	66	2
179	M060	Montana	Ekalaka	Carter	Dahl Memorial Hosp	3	1	3	4	16	"56,415"	"22,566"	12	66	2
179	L060	Montana	Ekalaka	Carter	Dahl Memorial Hosp	3	LTU	2	-	9	"78,965"	"31,484"	12	66	2
179	0025	Montana	Forsyth	Rosebud	Rosebud Community Hosp	3	LTU	2	-	16	"195,853"	"68,528"	04	57	3
179	H078	Montana	Forsyth	Rosebud	Rosebud Community Hosp	3	1	4	-	20	"925,034"	"370,014"	06	71	2
179	NH78	Montana	Forsyth	Rosebud	Rosebud Community Hosp	3	LTU	2	-	39	"199,930"	"79,972"	06	71	2
179	0041	Montana	Fort Benton	Chouteau	ST Clare Hosp	1	1	2	2	-	"104,070"	"39,650"	07	60	3
179	NH32	Montana	Fort Benton	Chouteau	ST Clare Hosp	1	LTU	8	4	16	"169,585"	"67,249"	02	58	3
179	0032	Montana	Fort Benton	Chouteau	ST Clare Hosp	1	1	8	4	19	"299,631"	"118,908"	02	58	3
179	0065	Montana	Glasgow	Valley	Valley View Nrsng Home	1	0	1	-	60	"881,300"	"343,381"	02	68	2
179	M062	Montana	Glendive	Dawson	Glendive Comm Hosp	1	1	4	-	46	"1,217,063"	"478,946"	04	67	3
179	N036	Montana	Great Falls	Cascade	Cascade CO Conv Home	3	0	1	-	72	"560,871"	"165,600"	07	58	3
179	0036	Montana	Great Falls	Cascade	Cascade CO Conv Home	3	0	1	-	80	"1,314,582"	"328,500"	07	58	3
179	0043	Montana	Great Falls	Cascade	Columbus Hosp	1	1	5	6	-	"1,469,274"	"583,574"	04	61	3
179	0019	Montana	Great Falls	Cascade	Columbus Hosp	1	1	3	1	-	"60,771"	"15,000"	06	53	3
179	G042	Montana	Great Falls	Cascade	Montana Deaconess Hosp	1	1	6	6	223	"3,869,334"	"1,426,176"	06	62	3
179	N042	Montana	Great Falls	Cascade	Montana Deaconess Hosp	1	LTU	3	4	108	"1,114,696"	"320,153"	06	62	3
179	D042	Montana	Great Falls	Cascade	Montana Deaconess Hosp	1	9	6	-	-	"314,633"	"125,013"	06	62	3
179	0033	Montana	Hardin	Big Horn	Big Horn CO MEM Hosp	3	1	1	-	14	"278,577"	"108,119"	05	58	3
179	NH79	Montana	Hardin	Big Horn	Big Horn CO MEM Hosp	1	LTU	2	4	22	"470,025"	"188,010"	06	71	2
179	M079	Montana	Hardin	Big Horn	Big Horn CO MEM Hosp	1	LTU	3	4	12	"124,975"	"49,990"	06	71	2
179	N033	Montana	Hardin	Big Horn	Big Horn CO MEM Hosp	3	LTU	1	-	10	"86,428"	"33,506"	05	58	3
179	M071	Montana	Harlowton	Wheatland	Wheatland MEM Hosp	1	1	8	-	31	"371,946"	"148,778"	03	69	3
179	0013	Montana	Harlowton	Wheatland	Wheatland MEM Hosp	3	1	1	-	25	"135,545"	"49,851"	08	50	3
179	0071	Montana	Harlowton	Wheatland	Wheatland MEM Hosp	1	LTU	8	4	24	"353,799"	"141,520"	08	68	3
179	0057	Montana	Havre	Hill	Lutheran Nursing Home	1	0	1	-	60	"964,006"	"333,833"	03	65	3
179	0022	Montana	Helena	Lewis & Clark	ST Johns Hosp	1	1	5	4	-	"285,727"	"111,503"	08	55	3
179	NH50	Montana	Helena	Lewis & Clark	ST Johns Hosp	1	LTU	2	-	25	"368,032"	"133,383"	04	64	3
179	G050	Montana	Helena	Lewis & Clark	ST Johns Hosp	1	1	2	-	10	"401,912"	"160,765"	04	64	3
179	0058	Montana	Helena	Lewis & Clark	ST Peters Hosp	1	1	4	-	92	"3,558,311"	"1,423,325"	07	65	3
179	0024	Montana	Helena	Lewis & Clark	ST Peters Hosp	1	1	5	4	23	"356,321"	"141,144"	02	56	3
179	0021	Montana	Helena	Lewis & Clark	State Laboratory Bldg	4	8	1	-	-	"1,239,558"	"148,382"	11	55	3
179	0014	Montana	Hot Springs	Sanders	Sanders CO Hosp	3	1	1	-	19	"255,138"	"60,000"	06	51	3
179	0008	Montana	Joradan	Garfield	Garfield County Hosp	3	1	1	-	19	"256,012"	"107,760"	04	50	3
180	0027	Montana	Kalispell	Flathead	Immanuel Lutheran Home	1	0	1	-	70	"526,394"	"198,377"	06	56	3
180	0034	Montana	Libby	Lincoln	ST Johns Lutheran Hosp	1	1	5	4	4	"65,647"	"25,926"	08	57	3
180	0017	Montana	Libby	Lincoln	ST Johns Lutheran Hosp	1	1	1	4	26	"313,694"	"30,326"	06	52	3
180	0010	Montana	Livingston	Park	Livingston MEM Hosp	1	1	1	-	52	"692,213"	"276,216"	09	52	3
180	0007	Montana	Malta	Phillips	Malta Hosp	3	1	1	-	30	"263,407"	"111,711"	03	50	3
180	N045	Montana	Miles City	Custer	Custer CO Nursing Home	3	0	4	-	50	"481,234"	"185,761"	06	61	3
180	0075	Montana	Missoula	Missoula	Crippled Child Adult	1	6	4	-	-	"419,971"	"229,316"	06	68	3
180	0012	Montana	Philipsburg	Granite	Granite County Hosp	3	1	1	-	10	"233,870"	"93,490"	10	51	3
180	0059	Montana	Plentywood	Sheridan	Sheridan MEM Hosp	1	LTU	2	4	27	"429,101"	"171,640"	05	67	3
180	M059	Montana	Plentywood	Sheridan	Sheridan MEM Hosp	1	1	3	4	12	"44,146"	"17,658"	05	67	3
180	0016	Montana	Plentywood	Sheridan	Sheridan MEM Hosp	1	1	1	4	21	"252,703"	"50,000"	08	52	3
180	0029	Montana	Polson	Lake	ST Josephs Hosp	1	1	4	-	32	"896,080"	"283,799"	05	58	3
180	N037	Montana	Poplar	Roosevelt	Poplar Community Hosp	1	LTU	1	-	20	"193,894"	"77,558"	07	59	3
180	G037	Montana	Poplar	Roosevelt	Poplar Community Hosp	1	1	1	-	9	"203,507"	"81,403"	07	59	3
180	0009	Montana	Red Lodge	Carbon	Carbon CO MEM Hosp	1	1	1	-	26	"324,544"	"106,648"	09	49	3
180	0064	Montana	Red Lodge	Carbon	Carbon CO MEM Hosp	1	LTU	2	-	24	"416,837"	"161,320"	05	67	3
180	M064	Montana	Red Lodge	Carbon	Carbon CO MEM Hosp	1	1	3	4	27	"101,881"	"40,752"	05	67	3
180	0018	Montana	Roundup	Musselshell	Roundup Memorial Hosp	1	1	1	4	18	"187,791"	"75,116"	08	52	3
180	N055	Montana	Roundup	Musselshell	Roundup Memorial Hosp	1	LTU	5	4	16	"223,691"	"89,110"	03	65	3
180	0011	Montana	Scobey	Daniels	Daniels Memorial Hosp	1	1	1	-	17	"263,871"	"111,749"	08	50	3
180	N030	Montana	Shelby	Toole	Toole County Hosp	3	LTU	6	-	34	"312,936"	"124,771"	06	57	3
180	0002	Montana	Shelby	Toole	Toole County Hosp	3	1	1	-	20	"335,066"	"111,689"	12	48	3
180	0048	Montana	Sheridan	Madison	Ruby Valley Hosp	1	1	1	-	9	"177,703"	"71,081"	07	62	3
180	M063	Montana	Sidney	Richland	Community MEM Hosp	1	1	4	-	54	"1,697,975"	"679,189"	01	69	3
180	0063	Montana	Sidney	Richland	Community MEM Hosp	1	1	4	-	1	"34,653"	"13,861"	01	69	3
180	G046	Montana	ST Ignatius	Lake	Holy Family Hosp	1	1	4	5	8	"345,376"	"138,150"	06	61	3
180	N046	Montana	ST Ignatius	Lake	Holy Family Hosp	1	LTU	4	-	10	"200,671"	"80,268"	06	61	3
180	L070	Montana	Terry	Prairie	Prairie Community Hosp	1	LTU	1	-	10	"196,700"	"78,680"	08	68	3
180	M070	Montana	Terry	Prairie	Prairie Community Hosp	1	1	4	-	11	"396,335"	"158,534"	08	68	3
180	M067	Montana	Whitefish	Flathead	North Valley Hosp	1	1	4	-	24	"795,762"	"318,305"	09	68	2
180	0067	Montana	Whitefish	Flathead	North Valley Hosp	1	1	4	-	24	"813,348"	"318,305"	09	68	2
180	N044	Montana	Wolf Point	Roosevelt	Faith Lutheran Home	1	0	1	-	39	"520,159"	"146,440"	04	61	3
180	0038	Montana	Wolf Point	Roosevelt	Trinity Hosp	1	1	1	-	30	"554,305"	"169,425"	05	59	3
180	0109	Nebraska	Ainsworth	Brown	Brown County Hosp	3	1	4	-	25	"621,625"	"248,650"	03	69	2
180	0070	Nebraska	Albion	Boone	Boone CO Comm Hosp	3	1	2	-	7	"102,416"	"40,966"	09	59	3
181	A070	Nebraska	Albion	Boone	Boone CO Comm Hosp	3	LTU	2	-	10	"68,278"	"27,311"	09	59	3
181	0001	Nebraska	Albion	Boone	Boone CO Comm Hosp	3	1	1	-	20	"196,406"	"64,766"	04	48	3
181	0032	Nebraska	Alma	Harlan	Alma Mem Hosp	2	1	1	8	-	"56,092"	"15,592"	01	51	3
181	0079	Nebraska	Auburn	Nemaha	Nemaha CO Hosp	3	1	1	-	25	"476,710"	"185,779"	07	61	3
181	N078	Nebraska	Aurora	Hamilton	Memorial Hosp	1	LTU	1	-	25	"234,949"	"93,980"	01	62	3
181	0078	Nebraska	Aurora	Hamilton	Memorial Hosp	1	1	1	-	25	"525,555"	"208,102"	07	61	3
181	0063	Nebraska	Bassett	Rock	Rock CO Comm Hosp	3	1	1	-	24	"345,282"	"135,587"	08	58	3
181	0096	Nebraska	Beatrice	Gage	Beatrice State Home	4	6	2	-	-	"1,819,968"	"416,045"	02	65	3
181	0046	Nebraska	Beatrice	Gage	Mennonite Deaconess	1	1	1	-	60	"844,746"	"335,202"	10	55	3
181	0104	Nebraska	Beatrice	Gage	Mennonite Deaconess	1	LTU	4	-	90	"1,292,563"	"484,768"	08	66	3
181	0089	Nebraska	Blair	Washington	Good Shepherd Home	1	0	2	-	40	"417,845"	"163,411"	04	63	3
181	0045	Nebraska	Blair	Washington	Memorial Comm Hosp	1	1	1	-	20	"321,900"	"126,473"	11	55	3
181	A090	Nebraska	Blair	Washington	Memorial Comm Hosp	1	1	3	4	-	"12,711"	"5,084"	06	63	3
181	0090	Nebraska	Blair	Washington	Memorial Comm Hosp	1	LTU	2	4	22	"268,721"	"107,489"	04	63	3
181	0020	Nebraska	Burwell	Garfield	Community Mem Hosp	1	1	1	-	20	"211,361"	"111,264"	02	49	3
181	0102	Nebraska	Burwell	Garfield	Community Mem Hosp	1	LTU	2	-	40	"354,979"	"128,403"	09	66	3
181	0008	Nebraska	Callaway	Custer	Callaway Municipal Hosp	2	1	1	-	11	"125,926"	"61,585"	05	51	3
181	0050	Nebraska	Cambridge	Furnas	Cambridge Mem Hosp	1	1	1	-	20	"300,760"	"120,304"	12	56	3
181	0103	Nebraska	Cambridge	Furnas	Cambridge Mem Hosp	1	LTU	5	4	36	"348,406"	"135,745"	09	66	3
181	0054	Nebraska	Central City	Merrick	Litzenberg Mem Hosp	3	1	1	-	24	"330,400"	"132,160"	11	56	3
181	0069	Nebraska	Chadron	Dawes	Chadron Comm Hosp	2	1	2	-	36	"426,701"	"169,881"	03	60	3
181	0101	Nebraska	Chappell	Deuel	Deuel CO Nursing Home	3	LTU	5	-	24	"441,688"	"164,143"	07	67	3
181	0005	Nebraska	Chappell	Deuel	Miller Memorial Hosp	2	1	1	-	14	"161,860"	"41,654"	04	48	3
181	0024	Nebraska	Cozad	Dawson	Cozad Comm Hosp	2	1	1	-	20	"192,313"	"98,820"	02	50	3
181	0066	Nebraska	Cozad	Dawson	Cozad Comm Hosp	2	LTU	2	-	21	"207,984"	"83,194"	05	59	3
181	0010	Nebraska	Crawford	Dawes	Community Hosp	1	1	1	-	12	"188,990"	"53,771"	03	49	3
181	0033	Nebraska	Creighton	Knox	Lundberg Mem Hosp	2	1	1	-	18	"265,423"	"132,711"	07	51	3
181	N097	Nebraska	Crete	Saline	Crete Municipal Hosp	2	LTU	2	4	38	"576,395"	"230,006"	06	65	3
181	0097	Nebraska	Crete	Saline	Crete Municipal Hosp	2	1	3	4	-	"148,856"	"1,000"	06	65	3
181	0016	Nebraska	Crete	Saline	Crete Municipal Hosp	2	1	1	-	26	"216,147"	"68,672"	10	48	3
181	0105	Nebraska	Fairbury	Jefferson	Jefferson CO Mem Hosp	1	1	5	4	27	"374,979"	"143,998"	08	66	3
181	N084	Nebraska	Fairbury	Jefferson	Jefferson CO Mem Hosp	1	LTU	1	-	34	"308,384"	"120,315"	09	61	3
181	0084	Nebraska	Fairbury	Jefferson	Jefferson CO Mem Hosp	1	1	1	-	40	"561,653"	"219,739"	09	61	3
181	0027	Nebraska	Franklin	Franklin	Franklin CO Mem Hosp	3	1	1	-	20	"224,418"	"119,339"	06	50	3
181	0060	Nebraska	Fremont	Dodge	Dodge CO Comm Hosp	3	1	2	-	120	"1,617,383"	"645,179"	08	58	3
181	0064	Nebraska	Geneva	Fillmore	Fillmore CO Mem Hosp	3	1	1	-	22	"400,828"	"159,435"	12	58	3
181	0025	Nebraska	Grand Island	Hall	ST Francis Hosp	1	1	2	2	65	"863,384"	"448,854"	04	50	3
182	0013	Nebraska	Grant	Perkins	Perkins CO Comm Hosp	3	1	1	-	20	"226,630"	"106,216"	11	48	3
182	0074	Nebraska	Grant	Perkins	Perkins CO Comm Hosp	3	LTU	2	-	36	"233,263"	"91,151"	03	60	3
182	0107	Nebraska	Hastings	Adams	Mary Lanning Mem Hosp	1	1	4	-	142	"6,585,494"	"686,237"	09	67	3
182	D107	Nebraska	Hastings	Adams	Mary Lanning Mem Hosp	1	9	4	-	-	"421,468"	"163,763"	09	67	3
182	0018	Nebraska	Hebron	Thayer	Thayer CO Hosp	1	1	1	8	-	"94,754"	"9,899"	01	49	3
182	0029	Nebraska	Henderson	York	Henderson Comm Hosp	1	1	1	8	-	"128,084"	"16,977"	04	51	3
182	0067	Nebraska	Henderson	York	Henderson Comm Hosp	1	LTU	2	-	20	"197,983"	"79,193"	09	58	3
182	0083	Nebraska	Holdrege	Phelps	Christian Homes	1	0	2	4	38	"304,713"	"113,533"	04	61	3
182	0100	Nebraska	Holdrege	Phelps	Phelps County Mem Hosp	1	1	4	-	65	"1,503,374"	"590,418"	07	66	3
182	L099	Nebraska	Humboldt	Richardson	Community Mem Hosp	1	LTU	1	-	20	"267,556"	"105,620"	06	66	3
182	0099	Nebraska	Humboldt	Richardson	Community Mem Hosp	1	1	4	-	15	"426,602"	"168,623"	06	66	3
182	0044	Nebraska	Imperial	Chase	Chase CO Comm Hosp	3	1	5	-	12	"350,413"	"140,165"	02	58	3
182	0077	Nebraska	Kearney	Buffalo	Good Samaritan Hosp	1	1	5	-	36	"1,042,034"	"396,537"	03	63	3
182	C077	Nebraska	Kearney	Buffalo	Good Samaritan Hosp	1	LTU	2	-	41	"553,562"	"221,425"	03	63	3
182	0068	Nebraska	Kimball	Kimball	Kimball County Hosp	3	1	5	4	14	"320,319"	"127,401"	11	58	3
182	0003	Nebraska	Kimball	Kimball	Kimball County Hosp	3	1	1	-	25	"230,445"	"76,415"	03	48	3
182	A065	Nebraska	Lincoln	Lancaster	Bryan Memorial Hosp	1	9	5	-	-	"195,909"	"77,945"	08	60	3
182	0065	Nebraska	Lincoln	Lancaster	Bryan Memorial Hosp	1	1	5	6	135	"3,846,318"	"1,522,346"	10	59	3
182	B086	Nebraska	Lincoln	Lancaster	Lincoln General Hosp	3	9	1	-	-	"147,426"	"54,750"	08	63	3
182	D098	Nebraska	Lincoln	Lancaster	Lincoln General Hosp	1	9	4	-	-	"528,831"	"156,261"	10	65	3
182	0098	Nebraska	Lincoln	Lancaster	Lincoln General Hosp	1	1	4	-	226	"6,721,296"	"1,914,212"	10	65	3
182	A086	Nebraska	Lincoln	Lancaster	Lincoln General Hosp	3	LTU	1	-	50	"640,339"	"256,135"	08	63	3
182	0086	Nebraska	Lincoln	Lancaster	Lincoln Lancaster PHC	3	5	1	-	-	"370,495"	"148,158"	08	63	3
182	R113	Nebraska	Lincoln	Lancaster	Madonna Home	1	6	2	-	-	"104,517"	"40,769"	06	71	2
182	0113	Nebraska	Lincoln	Lancaster	Madonna Home	1	0	4	-	132	"2,437,620"	"955,125"	03	69	3
182	0088	Nebraska	Lincoln	Lancaster	Nebr Orthopedic Hosp	4	6	2	-	-	"253,609"	"100,257"	03	63	3
182	0106	Nebraska	Lincoln	Lancaster	ST Elizabeths Hosp	1	1	4	-	204	"10,816,624"	"1,900,000"	03	67	3
182	0073	Nebraska	Lincoln	Lancaster	ST Elizabeths Hosp	1	1	2	6	-	"480,720"	"169,825"	03	60	3
182	0035	Nebraska	Loup City	Sherman	Sacred Heart Hosp	1	1	1	-	25	"362,825"	"181,212"	04	52	3
182	0075	Nebraska	Minden	Kearney	Bethany Home	1	0	2	-	20	"188,544"	"72,792"	12	60	3
182	0112	Nebraska	Minden	Kearney	Kearney CO Comm Hosp	3	LTU	2	4	34	"534,365"	"213,746"	03	69	3
182	0028	Nebraska	Minden	Kearney	Kearney CO Comm Hosp	3	1	1	-	25	"367,765"	"176,499"	06	52	3
182	0093	Nebraska	Mullen	Hooker	Pioneer Mem Hosp	1	LTU	2	-	26	"231,597"	"91,551"	10	63	3
182	0055	Nebraska	Nebraska City	Otoe	ST Marys Hosp	1	1	5	-	61	"1,622,854"	"645,549"	02	58	3
182	0009	Nebraska	Neligh	Antelope	Antelope Mem Hosp	1	1	1	-	34	"375,357"	"197,346"	06	50	3
182	0111	Nebraska	Neligh	Antelope	Antelope Mem Hosp	1	LTU	6	4	28	"601,667"	"239,467"	12	68	2
